time_seconds,resolution_width,resolution_height,bitrate_kbps,buffer_seconds,network_phase,network_bandwidth_mbps
104,1920.0,1080.0,5812.0,35.906666666666666,phase3_high,20.0
105,1920.0,1080.0,5812.0,35.833333333333336,phase3_high,20.0
106,1920.0,1080.0,5812.0,35.760000000000005,phase3_high,20.0
107,1920.0,1080.0,5812.0,35.68666666666667,phase3_high,20.0
108,1920.0,1080.0,5812.0,35.61333333333334,phase3_high,20.0
109,1920.0,1080.0,5812.0,35.54,phase3_high,20.0
110,1920.0,1080.0,5812.0,35.46666666666667,phase3_high,20.0
111,1920.0,1080.0,5812.0,35.39333333333334,phase3_high,20.0
112,1920.0,1080.0,5812.0,35.32,phase3_high,20.0
113,1920.0,1080.0,5812.0,35.24666666666667,phase3_high,20.0
114,1920.0,1080.0,5812.0,35.17333333333333,phase3_high,20.0
115,1920.0,1080.0,5634.0,35.1,phase3_high,20.0
116,1920.0,1080.0,5634.0,35.035000000000004,phase3_high,20.0
117,1920.0,1080.0,5634.0,34.97,phase3_high,20.0
118,1920.0,1080.0,5634.0,34.905,phase3_high,20.0
119,1920.0,1080.0,5634.0,34.84,phase3_high,20.0
120,1920.0,1080.0,5634.0,34.775,phase3_high,20.0
121,1920.0,1080.0,5634.0,34.71,phase3_high,20.0
122,1920.0,1080.0,5634.0,34.645,phase3_high,20.0
123,1920.0,1080.0,5634.0,34.58,phase3_high,20.0
124,1920.0,1080.0,5634.0,34.515,phase3_high,20.0
125,1920.0,1080.0,5634.0,34.45,phase3_high,20.0
126,1920.0,1080.0,5634.0,34.385,phase3_high,20.0
127,1920.0,1080.0,5634.0,34.32,phase3_high,20.0
128,1920.0,1080.0,5634.0,34.254999999999995,phase3_high,20.0
129,1920.0,1080.0,5634.0,34.19,phase3_high,20.0
130,1920.0,1080.0,5634.0,34.125,phase3_high,20.0
131,1920.0,1080.0,5634.0,34.059999999999995,phase3_high,20.0
132,1920.0,1080.0,5634.0,33.995,phase3_high,20.0
133,1920.0,1080.0,5634.0,33.93,phase3_high,20.0
134,1920.0,1080.0,5634.0,33.864999999999995,phase3_high,20.0
135,1920.0,1080.0,5521.0,33.8,phase3_high,20.0
