time_seconds,resolution_width,resolution_height,bitrate_kbps,buffer_seconds,network_phase,network_bandwidth_mbps
106,1920.0,1080.0,5612.0,34.78,phase3_high,20.0
107,1920.0,1080.0,5612.0,34.86,phase3_high,20.0
108,1920.0,1080.0,5612.0,34.940000000000005,phase3_high,20.0
109,1920.0,1080.0,5612.0,35.02,phase3_high,20.0
110,1920.0,1080.0,5612.0,35.1,phase3_high,20.0
111,1920.0,1080.0,5612.0,35.18,phase3_high,20.0
112,1920.0,1080.0,5612.0,35.26,phase3_high,20.0
113,1920.0,1080.0,5612.0,35.34,phase3_high,20.0
114,1920.0,1080.0,5612.0,35.42,phase3_high,20.0
115,1920.0,1080.0,5612.0,35.5,phase3_high,20.0
116,1920.0,1080.0,5612.0,35.58,phase3_high,20.0
117,1920.0,1080.0,5612.0,35.66,phase3_high,20.0
118,1920.0,1080.0,5612.0,35.74,phase3_high,20.0
119,1920.0,1080.0,5612.0,35.82,phase3_high,20.0
120,1920.0,1080.0,5489.0,35.9,phase3_high,20.0
121,1920.0,1080.0,5489.0,35.78666666666667,phase3_high,20.0
122,1920.0,1080.0,5489.0,35.67333333333333,phase3_high,20.0
123,1920.0,1080.0,5489.0,35.56,phase3_high,20.0
124,1920.0,1080.0,5489.0,35.446666666666665,phase3_high,20.0
125,1920.0,1080.0,5489.0,35.333333333333336,phase3_high,20.0
126,1920.0,1080.0,5489.0,35.22,phase3_high,20.0
127,1920.0,1080.0,5489.0,35.10666666666667,phase3_high,20.0
128,1920.0,1080.0,5489.0,34.99333333333333,phase3_high,20.0
129,1920.0,1080.0,5489.0,34.88,phase3_high,20.0
130,1920.0,1080.0,5489.0,34.766666666666666,phase3_high,20.0
131,1920.0,1080.0,5489.0,34.653333333333336,phase3_high,20.0
132,1920.0,1080.0,5489.0,34.54,phase3_high,20.0
133,1920.0,1080.0,5489.0,34.42666666666667,phase3_high,20.0
134,1920.0,1080.0,5489.0,34.31333333333333,phase3_high,20.0
135,1920.0,1080.0,5701.0,34.2,phase3_high,20.0
