time_seconds,resolution_width,resolution_height,bitrate_kbps,buffer_seconds,network_phase,network_bandwidth_mbps
121,1280.0,720.0,3123.0,20.2625,phase3_high,20.0
122,1280.0,720.0,3123.0,20.693749999999998,phase3_high,20.0
123,1280.0,720.0,3123.0,21.125,phase3_high,20.0
124,1280.0,720.0,3123.0,21.55625,phase3_high,20.0
125,1280.0,720.0,3123.0,21.9875,phase3_high,20.0
126,1280.0,720.0,3123.0,22.41875,phase3_high,20.0
127,1280.0,720.0,3123.0,22.85,phase3_high,20.0
128,1280.0,720.0,3123.0,23.28125,phase3_high,20.0
129,1280.0,720.0,3123.0,23.7125,phase3_high,20.0
130,1280.0,720.0,3123.0,24.14375,phase3_high,20.0
131,1280.0,720.0,3123.0,24.575,phase3_high,20.0
132,1280.0,720.0,3123.0,25.00625,phase3_high,20.0
133,1280.0,720.0,3123.0,25.4375,phase3_high,20.0
134,1280.0,720.0,3123.0,25.868750000000002,phase3_high,20.0
135,1280.0,720.0,3567.0,26.3,phase3_high,20.0
